STATION CODE,LOCATIONS,STATE,LATITUDE,LONGITUDE,YEAR,mean_temp,Qi_temp,WiQi_temp,mean_ph,Qi_ph,WiQi_ph,mean_conductivity,Qi_conductivity,WiQi_conductivity,mean_bod,Qi_bod,WiQi_bod,mean_nitratenitrite,Qi_nitratenitrite,WiQi_nitratenitrite,mean_fecalcoliform,Qi_fecalcoliform,WiQi_fecalcoliform,WQI
1514,"B/W. - VIJAY KUMAR AUTONAGAR VIJAYAWADA, KRISHNA",ANDHRA PRADESH,16.506174,80.648015,2010,30.5,122,12.2,7.4,26.66666667,2.933333333,1378,551.2,2.2048,0.3,5,0.55,0,0,0,2,10,1.6,19.48813333
1515,"B/W. - NAGARAM(V), PALVONCHA, KHAMMAM ",ANDHRA PRADESH,17.605758,80.746724,2010,25,100,10,6.7,-20,-2.2,2560,1024,4.096,0.3,5,0.55,1.63,0.815,0.0815,2,10,1.6,14.1275
1516,B W OF NAVLOK GARDENS NELLORE ,ANDHRA PRADESH,14.466335,80.017161,2010,30,120,12,8.1,73.33333333,8.066666667,999,399.6,1.5984,1.8,30,3.3,3.6,1.8,0.18,2,10,1.6,26.74506667
1517,B/W. - TUNGBHADRA NEAR KURNOOL,ANDHRA PRADESH,15.943006,77.421229,2010,21.7,86.8,8.68,7.2,13.33333333,1.466666667,1734,693.6,2.7744,1.2,20,2.2,7.75,3.875,0.3875,2,10,1.6,17.10856667
1518,"B/W. - NANDYAL, KURNOOL ",ANDHRA PRADESH,15.478569,78.483093,2010,20.3,81.2,8.12,6.9,-6.666666667,-0.733333333,2033,813.2,3.2528,1.3,21.66666667,2.383333333,6.05,3.025,0.3025,2,10,1.6,14.9253
1519,"B/W. - NAGIRI, CHITTOOR ",ANDHRA PRADESH,13.320052,79.585628,2010,26.6,106.4,10.64,7.2,13.33333333,1.466666667,2460,984,3.936,1.4,23.33333333,2.566666667,17.79,8.895,0.8895,4,20,3.2,22.69883333
1520,"B/W. - SWARNAMUKHI RIVER, SRIKALAHASTI, CHITTOOR",ANDHRA PRADESH,13.750713,79.696128,2010,27.2,108.8,10.88,7.5,33.33333333,3.666666667,1270,508,2.032,1.5,25,2.75,3.38,1.69,0.169,31,155,24.8,44.29766667
1521,"O/W. - NEAR RAMA TEMPLE , WARD No.2 , MINDI , VISAKHAPATNAM",ANDHRA PRADESH,17.682013,83.187478,2010,26.4,105.6,10.56,8.2,80,8.8,4097,1638.8,6.5552,1,16.66666667,1.833333333,23.9,11.95,1.195,3,15,2.4,31.34353333
1522,O/W. PEDDANUYYI - VIZIANAGARAM,ANDHRA PRADESH,18.106658,83.395551,2010,27.4,109.6,10.96,7.5,33.33333333,3.666666667,1134,453.6,1.8144,1.2,20,2.2,12.2,6.1,0.61,3,15,2.4,21.65106667
1523,"B/W. - NEAR M/S ANDHRA SUGARS LTD. , KOVVUR , W.G.",ANDHRA PRADESH,16.801337,81.235345,2010,26,104,10.4,7.6,40,4.4,265,106,0.424,0.9,15,1.65,0.44,0.22,0.022,3,15,2.4,19.296
1524,"O/W. -NEAR PARTAP NAGAR BRIIDGE  -KAKINADA , E.G.",ANDHRA PRADESH,16.971834,82.223767,2010,22,88,8.8,7.8,53.33333333,5.866666667,699,279.6,1.1184,1.1,18.33333333,2.016666667,9.7,4.85,0.485,3,15,2.4,20.68673333
1795,"B/W. - PANCHAYAT OFFICE ,,BOLLARAM (V) MEDAK ",ANDHRA PRADESH,17.524157,78.323286,2010,31,124,12.4,7.5,33.33333333,3.666666667,5095,2038,8.152,12.5,208.3333333,22.91666667,30,15,1.5,,0,0,48.63533333
1533,"*DIGBOI, TINSUKIA DISTT.,  ASSAM",ASSAM,27.395147,95.630023,2010,26,104,10.4,6.3,-46.66666667,-5.133333333,146,58.4,0.2336,3.55,59.16666667,6.508333333,0.1,0.05,0.005,,0,0,12.0136
1534,"*KARBI  ANGLONG DISTT.,  ASSAM",ASSAM,26.186085,93.581269,2010,27,108,10.8,7.7,46.66666667,5.133333333,312,124.8,0.4992,1.55,25.83333333,2.841666667,0.2,0.1,0.01,,0,0,19.2842
1535,"*SIBSAGAR , ASSAM",ASSAM,26.98261,94.642452,2010,25,100,10,7,0,0,195,78,0.312,1.3,21.66666667,2.383333333,0.1,0.05,0.005,,0,0,12.70033333
1536,"*SIBSAGAR, ASSAM",ASSAM,26.97261,94.632452,2010,24,96,9.6,6.6,-26.66666667,-2.933333333,193,77.2,0.3088,3.4,56.66666667,6.233333333,0.2,0.1,0.01,,0,0,13.2188
1537,"*(JORHAT, ASSAM",ASSAM,26.74652,94.202586,2010,25,100,10,7.2,13.33333333,1.466666667,323,129.2,0.5168,1.8,30,3.3,0.1,0.05,0.005,,0,0,15.28846667
1538,"*SILCHAR, ASSAM",ASSAM,24.833271,92.778905,2010,11,44,4.4,7.7,46.66666667,5.133333333,761,304.4,1.2176,3.55,59.16666667,6.508333333,0.1,0.05,0.005,,0,0,17.26426667
1539,"*BARPETA, ASSAM",ASSAM,26.321599,90.982067,2010,26,104,10.4,6.3,-46.66666667,-5.133333333,68,27.2,0.1088,1.25,20.83333333,2.291666667,0.1,0.05,0.005,,0,0,7.672133333
1540,"*BONAIGAON, ASSAM",ASSAM,26.500999,90.535236,2010,27,108,10.8,6.6,-26.66666667,-2.933333333,231,92.4,0.3696,1.05,17.5,1.925,0.1,0.05,0.005,,0,0,10.16626667
1541,"*GUWAHATI, ASSAM",ASSAM,26.144517,91.736237,2010,25,100,10,7.7,46.66666667,5.133333333,339,135.6,0.5424,1.6,26.66666667,2.933333333,0.1,0.05,0.005,,0,0,18.61406667
1542,"*GUWAHATI, ASSAM",ASSAM,26.154517,91.746237,2010,22,88,8.8,6.9,-6.666666667,-0.733333333,351,140.4,0.5616,3,50,5.5,0.2,0.1,0.01,,0,0,14.13826667
2243,"GROUND WATER FROM LEDO, MARGHERITA",ASSAM,27.291177,95.738462,2010,25,100,10,6.7,-20,-2.2,306,122.4,0.4896,1.6,26.66666667,2.933333333,0.1,0.05,0.005,,0,0,11.22793333
2244,GROUND WATER FROM NAZIRA,ASSAM,26.900658,94.722579,2010,24,96,9.6,7,0,0,259,103.6,0.4144,3.3,55,6.05,0.1,0.05,0.005,,0,0,16.0694
2245,GROUND WATER FROM NUMALIGARH (NEAR NRL TE LABOR COLONY),ASSAM,25.4428,81.867059,2010,29,116,11.6,7.1,6.666666667,0.733333333,149,59.6,0.2384,2.25,37.5,4.125,0.1,0.05,0.005,,0,0,16.70173333
2246,GROUND WATER FROM SEMENCHAPARI,ASSAM,27.717388,94.886406,2010,24,96,9.6,7.2,13.33333333,1.466666667,267,106.8,0.4272,1.45,24.16666667,2.658333333,0.1,0.05,0.005,,0,0,14.1572
2247,GROUND WATER FROM SILAPATHAR,ASSAM,27.595294,94.724003,2010,24,96,9.6,7.2,13.33333333,1.466666667,250,100,0.4,2.05,34.16666667,3.758333333,0.1,0.05,0.005,,0,0,15.23
2248,GROUND WATER FROM LAKHIMPUR TOWN,ASSAM,27.949079,80.782401,2010,20,80,8,6.9,-6.666666667,-0.733333333,271,108.4,0.4336,3,50,5.5,0.1,0.05,0.005,,0,0,13.20526667
2249,GROUND WATER FROM TEZPUR (MISSION CHARIALI),ASSAM,26.660782,92.775492,2010,24,96,9.6,6.9,-6.666666667,-0.733333333,198,79.2,0.3168,2.15,35.83333333,3.941666667,0.1,0.05,0.005,150,750,120,133.1301333
2250,GROUND WATER FROM NAGAON (PANIGAON),ASSAM,26.349916,92.697737,2010,23,92,9.2,7.3,20,2.2,710,284,1.136,2.5,41.66666667,4.583333333,0.2,0.1,0.01,,0,0,17.12933333
2251,GROUND WATER FROM JAGIROAD NEAR HPC EFFLUENT DISCHARGE PT,ASSAM,26.13084,92.213829,2010,25,100,10,6.6,-26.66666667,-2.933333333,361,144.4,0.5776,6,100,11,0.1,0.05,0.005,,0,0,18.64926667
2252,GROUND WATER NEAR MSW DUMPING SITE AT GARCHUK-GUWAHATI,ASSAM,26.105147,91.712526,2010,24,96,9.6,7,0,0,260,104,0.416,2.9,48.33333333,5.316666667,0.1,0.05,0.005,,0,0,15.33766667
2253,GROUND WATER FROM NALBARI,ASSAM,26.444619,91.441053,2010,21,84,8.4,8.1,73.33333333,8.066666667,283,113.2,0.4528,1.4,23.33333333,2.566666667,0.1,0.05,0.005,,0,0,19.49113333
2254,GROUND WATER FROM BARPETA ROAD(RLY STATION),ASSAM,26.502036,90.964722,2010,24,96,9.6,7,0,0,162,64.8,0.2592,1.35,22.5,2.475,0.1,0.05,0.005,,0,0,12.3392
2255,"GROUND WATER NEAR BPRL, DHALIGAON",ASSAM,26.518714,90.530509,2010,28,112,11.2,6.7,-20,-2.2,368,147.2,0.5888,2.5,41.66666667,4.583333333,0.1,0.05,0.005,,0,0,14.17713333
2256,GROUND WATER FROM KOKRAJHAR DISTRICT (HS SCHOOL ),ASSAM,26.403933,90.262958,2010,24,96,9.6,6.7,-20,-2.2,159,63.6,0.2544,1.55,25.83333333,2.841666667,0.1,0.05,0.005,,0,0,10.50106667
2257,GROUND WATER FROM DHUBRI DISTRICT (COLLEGE NAGAR ),ASSAM,26.028086,89.970847,2010,25,100,10,7.1,6.666666667,0.733333333,325,130,0.52,1.75,29.16666667,3.208333333,0.2,0.1,0.01,,0,0,14.47166667
2258,GROUND WATER FROM GOALPARA DIST. (GOALPARA COLLEGE ),ASSAM,26.170714,90.626658,2010,27,108,10.8,6.6,-26.66666667,-2.933333333,236,94.4,0.3776,1.65,27.5,3.025,0.2,0.1,0.01,,0,0,11.27926667
2259,GROUND WATER FROM DIPHU (GOVT. COLLEGE),ASSAM,25.8425,93.425691,2010,27,108,10.8,7.8,53.33333333,5.866666667,252,100.8,0.4032,1.7,28.33333333,3.116666667,0.2,0.1,0.01,,0,0,20.19653333
2261,GROUND WATER FROM HAFLONG,ASSAM,25.16331,93.012824,2010,20,80,8,7.3,20,2.2,105,42,0.168,4.7,78.33333333,8.616666667,0.1,0.05,0.005,,0,0,18.98966667
2263,GROUND WATER FROM HIALAKANDI (NEAR ASTC BUS STAND ),ASSAM,24.676497,92.570576,2010,11,44,4.4,7,0,0,140,56,0.224,0.95,15.83333333,1.741666667,0.1,0.05,0.005,,0,0,6.370666667
2264,GROUND WATER IN PANCHGRAM MARKET NEAR CACHAR PAPER MILL,ASSAM,24.852796,92.592709,2010,13,52,5.2,7.4,26.66666667,2.933333333,251,100.4,0.4016,4.3,71.66666667,7.883333333,0.1,0.05,0.005,,0,0,16.42326667
2054,RAMHLUM (NORTHERN PART),MIZORAM,23.747536,92.726354,2010,20,80,8,6.2,-53.33333333,-5.866666667,88,35.2,0.1408,2.2,36.66666667,4.033333333,0.2,0.1,0.01,31.5,157.5,25.2,31.51746667
2055,MISSION VENGTHLANG (SOUTHERN PART),MIZORAM,23.708669,92.719416,2010,20,80,8,5.6,-93.33333333,-10.26666667,130,52,0.208,2.4,40,4.4,0.1,0.05,0.005,23,115,18.4,20.74633333
1405,WELL AT UDAIPUR (TUBEWELL),TRIPURA,23.536023,91.486986,2010,27,108,10.8,7.7,46.66666667,5.133333333,508,203.2,0.8128,,0,0,1.14,0.57,0.057,,0,0,16.80313333
1406,WELL AROUND UDAIPUR (TUBEWELL),TRIPURA,23.526023,91.496986,2010,27,108,10.8,7.8,53.33333333,5.866666667,316,126.4,0.5056,0.14,2.333333333,0.256666667,0.02,0.01,0.001,,0,0,17.42993333
1730,"KUNJBAN, AGARTALA, TRIPURA",TRIPURA,23.863508,91.290307,2010,27,108,10.8,7.2,13.33333333,1.466666667,183,73.2,0.2928,,0,0,0.1,0.05,0.005,0,0,0,12.56446667
1731,"LANKAMURA, TRIPURA",TRIPURA,23.859412,91.24579,2010,27,108,10.8,7.6,40,4.4,81,32.4,0.1296,,0,0,0,0,0,,0,0,15.3296
1732,"A.D.NAGAR, AGARTALA, TRIPURA",TRIPURA,23.80041,91.272442,2010,28,112,11.2,7.3,20,2.2,105,42,0.168,,0,0,0,0,0,,0,0,13.568
1733,"SHIBNAGAR, AGARTALA, TRIPURA",TRIPURA,23.828569,91.289705,2010,28,112,11.2,7.5,33.33333333,3.666666667,182,72.8,0.2912,,0,0,0,0,0,,0,0,15.15786667
1734,"GANDHIGRAM, AGARTALA, TRIPURA",TRIPURA,23.891869,91.277067,2010,28,112,11.2,7.8,53.33333333,5.866666667,171,68.4,0.2736,,0,0,0.1,0.05,0.005,,0,0,17.34526667
1620,"AT RAIPUR REGION, ",CHHATTISGARH,21.251384,81.629641,2010,27.5,110,11,7.6,40,4.4,935,374,1.496,,0,0,1.53,0.765,0.0765,,0,0,16.9725
1621,AT RAIPUR REGION,CHHATTISGARH,21.261384,81.639641,2010,27,108,10.8,7.8,53.33333333,5.866666667,867,346.8,1.3872,,0,0,2.48,1.24,0.124,,0,0,18.17786667
1622,"AT BILASPUR REGION,",CHHATTISGARH,22.079625,82.139141,2010,26.5,106,10.6,7.5,33.33333333,3.666666667,663,265.2,1.0608,0.3,5,0.55,2.666,1.333,0.1333,,0,0,16.01076667
1623,AT BILASPUR REGION,CHHATTISGARH,22.089625,82.149141,2010,26.5,106,10.6,7.5,33.33333333,3.666666667,2143,857.2,3.4288,0.4,6.666666667,0.733333333,4.291,2.1455,0.21455,,0,0,18.64335
1618,"GROUND WATER SAMPLING AT TWO POINTS IN INDUSTRIAL AREA MALANPUR, M.P",MADHYA PRADESH,26.365593,78.271812,2010,26,104,10.4,7.6,40,4.4,,0,0,1.4,23.33333333,2.566666667,0.46,0.23,0.023,,0,0,17.38966667
2145,"MEHATWAS, NAGDA",MADHYA PRADESH,23.44546,75.416992,2010,,0,0,7.8,53.33333333,5.866666667,1735,694,2.776,1,16.66666667,1.833333333,1.603,0.8015,0.08015,,0,0,10.55615
2146,"BHAGATPURI VILLAGE, NAGDA",MADHYA PRADESH,23.44546,75.416992,2010,31.5,126,12.6,7.9,60,6.6,1550,620,2.48,,0,0,3.438,1.719,0.1719,,0,0,21.8519
2148,"DOSIGAON, RATLAM",MADHYA PRADESH,22.758192,75.869894,2010,,0,0,7.3,20,2.2,3185,1274,5.096,3,50,5.5,7.48,3.74,0.374,,0,0,13.17
2150,"TRENCHING GROUND, NEAR GARDEN, DEV GURADIYA ROAD, INDORE",MADHYA PRADESH,22.67578,75.902952,2010,25.9,103.6,10.36,7.5,33.33333333,3.666666667,1726,690.4,2.7616,1.3,21.66666667,2.383333333,5.543,2.7715,0.27715,2,10,1.6,21.04875
2151,"TRENCHING GROUND IN THE PREMISES OF M/S RISHABH MASALA UDYOG, INDORE",MADHYA PRADESH,22.717316,75.894785,2010,25.9,103.6,10.36,7.6,40,4.4,2707,1082.8,4.3312,1.1,18.33333333,2.016666667,6.631,3.3155,0.33155,2,10,1.6,23.03941667
2152,"TRENCHING GROUND IN THE PREMISES OF M/S LAKHANI FOOT WEAR, INDORE",MADHYA PRADESH,21.137737,79.094679,2010,24.5,98,9.8,7.5,33.33333333,3.666666667,2860,1144,4.576,0.9,15,1.65,4.767,2.3835,0.23835,2,10,1.6,21.53101667
1555,"AT KALA AMB, H.P",HIMACHAL PRADESH,30.499231,77.207026,2010,21.1,84.4,8.44,8,66.66666667,7.333333333,339,135.6,0.5424,1.1,18.33333333,2.016666667,0.1,0.05,0.005,13,65,10.4,28.7374
1556,"AT PAONTA SAHIB, H.P",HIMACHAL PRADESH,30.445283,77.602057,2010,24.75,99,9.9,7.935,62.33333333,6.856666667,425,170,0.68,,0,0,0.1,0.05,0.005,16,80,12.8,30.24166667
1557,"AT PARWANOO, H.P",HIMACHAL PRADESH,30.837164,76.961426,2010,24,96,9.6,8.285,85.66666667,9.423333333,588,235.2,0.9408,,0,0,0.1,0.05,0.005,8,40,6.4,26.36913333
1558,"AT BADDI,  H.P",HIMACHAL PRADESH,30.957826,76.791356,2010,23.75,95,9.5,7.34,22.66666667,2.493333333,805,322,1.288,0.15,2.5,0.275,0.7,0.35,0.035,,0,0,13.59133333
1559,"AT BAROTIWALA, H.P",HIMACHAL PRADESH,30.922552,76.831733,2010,26.5,106,10.6,7.355,23.66666667,2.603333333,563,225.2,0.9008,0.25,4.166666667,0.458333333,0.2,0.1,0.01,,0,0,14.57246667
1560,"AT NALAGARH, H.P",HIMACHAL PRADESH,31.044559,76.70479,2010,25.5,102,10.2,7.46,30.66666667,3.373333333,1151,460.4,1.8416,0.15,2.5,0.275,0.2,0.1,0.01,,0,0,15.69993333
1561,"AT DAMTAL, H.P",HIMACHAL PRADESH,32.225753,75.660084,2010,25.5,102,10.2,7.46,30.66666667,3.373333333,"1,151",460.4,1.8416,0.15,2.5,0.275,0.2,0.1,0.01,,0,0,15.69993333
1562,"AT UNA, H.P",HIMACHAL PRADESH,31.468445,76.270775,2010,24.5,98,9.8,7.38,25.33333333,2.786666667,512,204.8,0.8192,0.1,1.666666667,0.183333333,0.3,0.15,0.015,,0,0,13.6042
1872,SHIMLA D/S OF MSW DUMPING SITE,HIMACHAL PRADESH,31.104814,77.173403,2010,16,64,6.4,7.37,24.66666667,2.713333333,574,229.6,0.9184,19.07,317.8333333,34.96166667,0.38,0.19,0.019,103,515,82.4,127.4124
1873,DHARAMSHALA KANGRA D/S OF MSW DUMPING SITE,HIMACHAL PRADESH,32.219042,76.323404,2010,18,72,7.2,7.34,22.66666667,2.493333333,379,151.6,0.6064,1.2,20,2.2,4.79,2.395,0.2395,3,15,2.4,15.13923333
1874,SOLAN-D/S OF MSW DUMPING SITE-,HIMACHAL PRADESH,30.904486,77.096736,2010,15.75,63,6.3,7.175,11.66666667,1.283333333,551,220.4,0.8816,0.6,10,1.1,0.55,0.275,0.0275,88,440,70.4,79.99243333
1877,BADDI INDUSTRIAL AREA,HIMACHAL PRADESH,30.993408,76.774382,2010,28,112,11.2,7.865,57.66666667,6.343333333,464,185.6,0.7424,0.2,3.333333333,0.366666667,0.23,0.115,0.0115,,0,0,18.6639
1878,BAROTIWALA INDUSTRIAL AREA,HIMACHAL PRADESH,30.912573,76.851524,2010,26.5,106,10.6,7.475,31.66666667,3.483333333,459,183.6,0.7344,0.3,5,0.55,0.21,0.105,0.0105,,0,0,15.37823333
1879,NALAGARH INDUSTRIAL AREA,HIMACHAL PRADESH,30.993408,76.774382,2010,27,108,10.8,6.81,-12.66666667,-1.393333333,"1,469",587.6,2.3504,0.25,4.166666667,0.458333333,1.86,0.93,0.093,,0,0,12.3084
1880,KALA AMB INDUSTRIAL AREA,HIMACHAL PRADESH,30.517055,77.228802,2010,24.5,98,9.8,7.675,45,4.95,456,182.4,0.7296,,0,0,0.07,0.035,0.0035,8,40,6.4,21.8831
1881,PAONTA SAHIB INDUSTRIAL AREA,HIMACHAL PRADESH,30.434722,77.602773,2010,24,96,9.6,7.98,65.33333333,7.186666667,426,170.4,0.6816,,0,0,0.08,0.04,0.004,8,40,6.4,23.87226667
1882,MEHATPUR INDUSTRIAL AREA,HIMACHAL PRADESH,31.409374,76.344915,2010,25.5,102,10.2,7.74,49.33333333,5.426666667,644,257.6,1.0304,0.15,2.5,0.275,0.66,0.33,0.033,,0,0,16.96506667
1883,UNA INDUSTRIAL AREA,HIMACHAL PRADESH,31.458445,76.280775,2010,26.5,106,10.6,7.48,32,3.52,622,248.8,0.9952,0.15,2.5,0.275,0.37,0.185,0.0185,,0,0,15.4087
2628,HAND PUMP AT SHAMSHI,HIMACHAL PRADESH,31.89332,77.13845,2010,15.25,61,6.1,7.125,8.333333333,0.916666667,269,107.6,0.4304,0.1,1.666666667,0.183333333,1.54,0.77,0.077,1,5,0.8,8.5074
2629,HAND PUMP AT MANDI TOWN,HIMACHAL PRADESH,31.589201,76.91821,2010,23.5,94,9.4,7.16,10.66666667,1.173333333,669,267.6,1.0704,0.1,1.666666667,0.183333333,0.19,0.095,0.0095,0,0,0,11.83656667
2630,HAND PUMP AT HAMIRPUR TOWN,HIMACHAL PRADESH,31.686174,76.521309,2010,23.5,94,9.4,7.705,47,5.17,887,354.8,1.4192,0.15,2.5,0.275,0.71,0.355,0.0355,,0,0,16.2997
2631,HAND PUMP AT NADAUN TOWN,HIMACHAL PRADESH,31.778503,76.344459,2010,25,100,10,7.045,3,0.33,582,232.8,0.9312,0.15,2.5,0.275,0.59,0.295,0.0295,,0,0,11.5657
2632,HAND PUMP AT BILASPUR TOWN,HIMACHAL PRADESH,31.340693,76.68747,2010,22.5,90,9,7.38,25.33333333,2.786666667,564,225.6,0.9024,0.1,1.666666667,0.183333333,0.06,0.03,0.003,0,0,0,12.8754
2633,HAND PUMP AT RECONGPEO,HIMACHAL PRADESH,31.539044,78.267548,2010,9.15,36.6,3.66,6.42,-38.66666667,-4.253333333,317,126.8,0.5072,0.15,2.5,0.275,0.28,0.14,0.014,,0,0,0.202866667
2634,HAND PUMP AT SHIMLA,HIMACHAL PRADESH,31.114814,77.163403,2010,13,52,5.2,7.975,65,7.15,280,112,0.448,0.15,2.5,0.275,0.2,0.1,0.01,18,90,14.4,27.483
2635,HAND PUMP AT RAMPUR,HIMACHAL PRADESH,31.449245,77.629812,2010,10.85,43.4,4.34,8.18,78.66666667,8.653333333,248,99.2,0.3968,0.1,1.666666667,0.183333333,0.09,0.045,0.0045,6,30,4.8,18.37796667
2636,HAND PUMP AT KANGRA TEMPLE/ TOWN,HIMACHAL PRADESH,32.2728,76.315254,2010,21,84,8.4,6.89,-7.333333333,-0.806666667,541,216.4,0.8656,0.2,3.333333333,0.366666667,1.1,0.55,0.055,2,10,1.6,10.4806
2637,HAND PUMP AT JWALAJI TEMPLE,HIMACHAL PRADESH,31.875072,76.321446,2010,21,84,8.4,7.17,11.33333333,1.246666667,686,274.4,1.0976,1.2,20,2.2,12.6,6.3,0.63,4,20,3.2,16.77426667
2638,HAND PUMP AT CHINTPURNI TEMPLE/ TOWN,HIMACHAL PRADESH,31.808619,76.102843,2010,21.5,86,8.6,7.655,43.66666667,4.803333333,561,224.4,0.8976,1.1,18.33333333,2.016666667,6.19,3.095,0.3095,5,25,4,20.6271
2639,HAND PUMP AT CHAMUNDA DEVI TEMPLE/ TOWN,HIMACHAL PRADESH,31.650869,76.719555,2010,21,84,8.4,7.3,20,2.2,194,77.6,0.3104,0.7,11.66666667,1.283333333,0.82,0.41,0.041,4,20,3.2,15.43473333
2640,HAND PUMP AT SANSARPUR TERRACE IA,HIMACHAL PRADESH,31.937255,75.916686,2010,21,84,8.4,7.315,21,2.31,340,136,0.544,0.9,15,1.65,2.2,1.1,0.11,6,30,4.8,17.814
2641,HAND PUMP AT CHAMBA TOWN,HIMACHAL PRADESH,32.553363,76.125808,2010,16.5,66,6.6,7.82,54.66666667,6.013333333,"1,226",490.4,1.9616,0.9,15,1.65,0.78,0.39,0.039,3,15,2.4,18.66393333
2643,HAND PUMP AT SOLAN,HIMACHAL PRADESH,30.914486,77.086736,2010,17,68,6.8,7.375,25,2.75,789,315.6,1.2624,0.1,1.666666667,0.183333333,0.67,0.335,0.0335,62,310,49.6,60.62923333
2644,HAND PUMP AT PARWANOO IA,HIMACHAL PRADESH,30.837164,76.961426,2010,24,96,9.6,7.415,27.66666667,3.043333333,641,256.4,1.0256,0.15,2.5,0.275,0.31,0.155,0.0155,,0,0,13.95943333
2645,HAND PUMP AT NAHAN,HIMACHAL PRADESH,30.559933,77.295483,2010,21.5,86,8.6,7.49,32.66666667,3.593333333,"1,286",514.4,2.0576,,0,0,0.11,0.055,0.0055,10,50,8,22.25643333
2646,HAND PUMP AT KALA AMB,HIMACHAL PRADESH,30.489231,77.217026,2010,24,96,9.6,8.045,69.66666667,7.663333333,567,226.8,0.9072,,0,0,0.07,0.035,0.0035,9,45,7.2,25.37403333
2647,HAND PUMP AT TAHLIWAL IA,HIMACHAL PRADESH,31.349201,76.268187,2010,23,92,9.2,7.86,57.33333333,6.306666667,549,219.6,0.8784,0.15,2.5,0.275,0.15,0.075,0.0075,,0,0,16.66756667
1898,"PETROL PUMP OPP. HERO CYCLE, LUDHIANA",PUNJAB,30.880798,75.896242,2010,18,72,7.2,7,0,0,,0,0,,0,0,0,0,0,,0,0,7.2
1900,"GURCHAARAN SINGH HAIBOWAL DAIRY COMPLEX, LUDHIANA",PUNJAB,30.916416,75.852805,2010,18,72,7.2,7.2,13.33333333,1.466666667,,0,0,,0,0,0,0,0,,0,0,8.666666667
1901,"DUSSHERA GROUND INDUSTRIAL ESTATE, LUDHIANA",PUNJAB,30.921085,75.835868,2010,18,72,7.2,7.35,23.33333333,2.566666667,,0,0,,0,0,0,0,0,,0,0,9.766666667
1902,"SHUKLA TEA STAL POINT, LUDHIANA",PUNJAB,30.900965,75.857276,2010,18,72,7.2,7.1,6.666666667,0.733333333,,0,0,,0,0,0,0,0,,0,0,7.933333333
1903,"PUNJAB AGRICULTUREAL UNIVERSITY, LUDHIANA",PUNJAB,30.901915,75.807775,2010,19,76,7.6,7.2,13.33333333,1.466666667,,0,0,,0,0,0.03,0.015,0.0015,,0,0,9.068166667
19,WELL AT ELOOR,KERALA,10.06975,76.302937,2010,26.8,107.2,10.72,5.9,-73.33333333,-8.066666667,159,63.6,0.2544,0.6,10,1.1,2.37,1.185,0.1185,469,2345,375.2,379.3262333
22,WELL AT CHUNGAPALLY,KERALA,10.890341,76.073885,2010,25,100,10,6.5,-33.33333333,-3.666666667,101,40.4,0.1616,0.5,8.333333333,0.916666667,1.56,0.78,0.078,85,425,68,75.4896
35,WELL AT PUNALUR,KERALA,9.009768,76.929735,2010,27.5,110,11,6.6,-26.66666667,-2.933333333,356,142.4,0.5696,0.9,15,1.65,4,2,0.2,425,2125,340,350.4862667
1581,"PAPPANAMKODE, THIRUVANANTHAPURAM",KERALA,8.470141,76.978708,2010,26.5,106,10.6,5.3,-113.3333333,-12.46666667,235,94,0.376,0.4,6.666666667,0.733333333,2,1,0.1,7,35,5.6,4.942666667
1582,"NEDUMANGAD, THIRUVANANTHAPURAM",KERALA,8.608023,77.004626,2010,27.8,111.2,11.12,5.8,-80,-8.8,268,107.2,0.4288,1.4,23.33333333,2.566666667,1.5,0.75,0.075,20,100,16,21.39046667
1583,"KUNDARA,KOLLAM ",KERALA,8.960184,76.678809,2010,28.3,113.2,11.32,4.8,-146.6666667,-16.13333333,147,58.8,0.2352,0.5,8.333333333,0.916666667,3.1,1.55,0.155,370,1850,296,292.4935333
1584,"CHERTHALA,ALLEPPY",KERALA,9.683637,76.336538,2010,27.5,110,11,6.8,-13.33333333,-1.466666667,146,58.4,0.2336,1.7,28.33333333,3.116666667,0.28,0.14,0.014,260,1300,208,220.8976
1585,"VYTTILA,ERNAKULAM",KERALA,9.966654,76.316813,2010,27.5,110,11,7.2,13.33333333,1.466666667,322,128.8,0.5152,1,16.66666667,1.833333333,0.65,0.325,0.0325,146,730,116.8,131.6477
1586,EDAYAR  ERNAKULAM ,KERALA,9.872489,76.551713,2010,27.8,111.2,11.12,5.2,-120,-13.2,152,60.8,0.2432,0.6,10,1.1,2.18,1.09,0.109,68,340,54.4,53.7722
1587,KALAMASSERY ERNAKULAM,KERALA,10.057906,76.346362,2010,27.8,111.2,11.12,6.4,-40,-4.4,144,57.6,0.2304,1.6,26.66666667,2.933333333,3.55,1.775,0.1775,71,355,56.8,66.86123333
1588,PUNKUNNAM TRISSUR,KERALA,10.536403,76.198659,2010,27,108,10.8,6.2,-53.33333333,-5.866666667,105,42,0.168,0.5,8.333333333,0.916666667,2.86,1.43,0.143,91,455,72.8,78.961
1589,MALAPURAM ,KERALA,11.073182,76.074,2010,28,112,11.2,6.3,-46.66666667,-5.133333333,275,110,0.44,1.1,18.33333333,2.016666667,0.03,0.015,0.0015,151,755,120.8,129.3248333
1590,"MAVOOR, KOZHIKKODE",KERALA,11.267459,75.942523,2010,25,100,10,7,0,0,110,44,0.176,0.7,11.66666667,1.283333333,2.7,1.35,0.135,80,400,64,75.59433333
