STATION CODE,LOCATIONS,STATE,LATITUDE,LONGITUDE,YEAR,mean_temp,Qi_temp,WiQi_temp,mean_ph,Qi_ph,WiQi_ph,mean_conductivity,Qi_conductivity,WiQi_conductivity,mean_bod,Qi_bod,WiQi_bod,mean_nitratenitrite,Qi_nitratenitrite,WiQi_nitratenitrite,mean_fecalcoliform,Qi_fecalcoliform,WiQi_fecalcoliform,WQI
1943,"INSIDE TATA METALIKS, KHARAGPUR",WEST BENGAL,22.386633,87.285228,2013,32,128,12.8,7.5,33.33333333,3.666666667,562,224.8,0.8992,1.2,20,2.2,0,0,0,,0,0,19.56586667
1944,KHARAGPUR INDUSTRIAL AREA,WEST BENGAL,22.334257,87.339104,2013,30,120,12,6.7,-20,-2.2,110,44,0.176,1.2,20,2.2,2,1,0.1,,0,0,12.276
1945,ENGLISH BAZAR- MALDAH,WEST BENGAL,25.010841,88.141097,2013,25,100,10,7.2,13.33333333,1.466666667,590,236,0.944,0.7,11.66666667,1.283333333,0.6,0.3,0.03,,0,0,13.724
2510,GEOKHALI BUNGLOW MIDNAPUR-EAST,WEST BENGAL,22.204741,88.047666,2013,29,116,11.6,8,66.66666667,7.333333333,986,394.4,1.5776,0.5,8.333333333,0.916666667,0,0,0,,0,0,21.4276
2515,"SDO OFFICE, RANAGHAT",WEST BENGAL,23.173205,88.555846,2013,29,116,11.6,7.6,40,4.4,501,200.4,0.8016,0.5,8.333333333,0.916666667,0.65,0.325,0.0325,,0,0,17.75076667
2516,"SDO OFFICE, KRISHNANAGAR",WEST BENGAL,23.406388,88.482331,2013,27,108,10.8,7.1,6.666666667,0.733333333,588,235.2,0.9408,0.7,11.66666667,1.283333333,0.62,0.31,0.031,,0,0,13.78846667
2526,FULBARI BARRAGE,WEST BENGAL,26.645142,88.400657,2013,19,76,7.6,7.1,6.666666667,0.733333333,158,63.2,0.2528,1.7,28.33333333,3.116666667,1.2,0.6,0.06,26,130,20.8,32.5628
2528,GROUND WATER POINT INSIDE BURDWAN UNIVERSITY,WEST BENGAL,23.2392,87.8513,2013,28,112,11.2,7.3,20,2.2,746,298.4,1.1936,0.7,11.66666667,1.283333333,0.76,0.38,0.038,,0,0,15.91493333
2529,GROUND WATER POINT NEAR BURDWAN STATION,WEST BENGAL,23.250189,87.869631,2013,29,116,11.6,7.1,6.666666667,0.733333333,604,241.6,0.9664,0.4,6.666666667,0.733333333,1,0.5,0.05,,0,0,14.08306667
2530,HOT SPRING AT BAKRESHWAR,WEST BENGAL,23.88148,87.370527,2013,67,268,26.8,9.1,140,15.4,589,235.6,0.9424,3.1,51.66666667,5.683333333,0,0,0,,0,0,48.82573333
2533,SURI TOWN NEAR BUS STAND,WEST BENGAL,23.901296,87.527597,2013,29,116,11.6,7.9,60,6.6,965,386,1.544,0.7,11.66666667,1.283333333,1,0.5,0.05,,0,0,21.07733333
2535,VISVA BHARATI,WEST BENGAL,23.679624,87.6895,2013,28,112,11.2,7.6,40,4.4,509,203.6,0.8144,0.3,5,0.55,0,0,0,,0,0,16.9644
2536,NALHATI RAILWAY STATION OF BIRBHUM,WEST BENGAL,24.295832,87.838779,2013,28,112,11.2,7.4,26.66666667,2.933333333,1020,408,1.632,0.7,11.66666667,1.283333333,7,3.5,0.35,,0,0,17.39866667
2537,BOLPUR NEAR RAILWAY STATION,WEST BENGAL,23.658545,87.69859,2013,28,112,11.2,6.6,-26.66666667,-2.933333333,565,226,0.904,0.9,15,1.65,3,1.5,0.15,3,15,2.4,13.37066667
2538,MOREGRAM CROSSING,WEST BENGAL,23.495699,87.455074,2013,28,112,11.2,7.4,26.66666667,2.933333333,303,121.2,0.4848,0.8,13.33333333,1.466666667,1,0.5,0.05,,0,0,16.1348
2540,SATI GHAT AT BANKURA TOWN,WEST BENGAL,23.239772,87.074118,2013,28,112,11.2,7.6,40,4.4,1837,734.8,2.9392,0.9,15,1.65,0.89,0.445,0.0445,2,10,1.6,21.8337
2542,DWARIKA AT BISHNUPUR TOWN,WEST BENGAL,23.108676,87.309833,2013,29,116,11.6,6.6,-26.66666667,-2.933333333,390,156,0.624,1.8,30,3.3,0.99,0.495,0.0495,,0,0,12.64016667
2543,SDO OFFICE AT BISHNUPUR TOWN,WEST BENGAL,23.068351,87.314499,2013,29,116,11.6,6.3,-46.66666667,-5.133333333,120,48,0.192,0.5,8.333333333,0.916666667,3.98,1.99,0.199,,0,0,7.774333333
2545,GROUND WATER POINT AT PURULIA RK MISSION,WEST BENGAL,23.354814,86.394442,2013,28,112,11.2,7.6,40,4.4,1313,525.2,2.1008,0.5,8.333333333,0.916666667,4,2,0.2,8,40,6.4,25.21746667
2546,ULUBERIA COLLEGE AT HOWRAH,WEST BENGAL,22.469347,88.107326,2013,28,112,11.2,7.6,40,4.4,1035,414,1.656,0.4,6.666666667,0.733333333,0.02,0.01,0.001,8,40,6.4,24.39033333
2547,"AMTOLA ON DIAMOND HARBOUR ROAD, 24 PARGANAS (S)",WEST BENGAL,22.365004,88.271595,2013,31,124,12.4,7.1,6.666666667,0.733333333,7071,2828.4,11.3136,1.1,18.33333333,2.016666667,0.5,0.25,0.025,5,25,4,30.4886
2548,"HIDCO OFFICE, RAJARHAT",WEST BENGAL,22.58001,88.472936,2013,30,120,12,8,66.66666667,7.333333333,1550,620,2.48,0.5,8.333333333,0.916666667,0.7,0.35,0.035,2,10,1.6,24.365
1644,"JAGATPUR INDUSTRIAL AREA, CUTTACK ORISSA",ODISHA,20.494978,85.93301,2013,31,124,12.4,7.2,13.33333333,1.466666667,445,178,0.712,0.5,8.333333333,0.916666667,3,1.5,0.15,13,65,10.4,26.04533333
1645,"MADHUPATNA- KALYAN NAGAR AREA, CUTTACK, ORISSA",ODISHA,20.461648,85.86378,2013,30,120,12,7.7,46.66666667,5.133333333,539,215.6,0.8624,0.4,6.666666667,0.733333333,2,1,0.1,2,10,1.6,20.42906667
1646,"BIDANASHI - TULASIPUR AREA, CUTTACK, ORISSA",ODISHA,20.485478,85.84504,2013,30,120,12,7.7,46.66666667,5.133333333,151,60.4,0.2416,0.4,6.666666667,0.733333333,0,0,0,2,10,1.6,19.70826667
1647,"BADAMBARI AREA, CUTTACK, ORISSA",ODISHA,20.457367,85.882522,2013,30,120,12,7.8,53.33333333,5.866666667,269,107.6,0.4304,0.3,5,0.55,1,0.5,0.05,2,10,1.6,20.49706667
1648,"RANIHAT- MANGALABAGH AREA, CUTTACK, ORISSA",ODISHA,20.467955,85.890194,2013,30,120,12,7.9,60,6.6,251,100.4,0.4016,0.3,5,0.55,0,0,0,3,15,2.4,21.9516
1649,"KHANDAGIRI AREA, BHUBANESWAR, ORISSA",ODISHA,20.262543,85.784659,2013,31,124,12.4,6.1,-60,-6.6,319,127.6,0.5104,0.3,5,0.55,9,4.5,0.45,2,10,1.6,8.9104
1650,"CAPITAL HOSPITAL AREA, BHUBANESWAR, ORISSA",ODISHA,20.260444,85.82329,2013,29,116,11.6,7,0,0,259,103.6,0.4144,1.1,18.33333333,2.016666667,1,0.5,0.05,2,10,1.6,15.68106667
1651,"OLD TOWN- SAMANTARAAIPUR AREA, BHUBANESWAR, ORISSA",ODISHA,20.234932,85.842865,2013,31,124,12.4,7,0,0,654,261.6,1.0464,0.6,10,1.1,8,4,0.4,33,165,26.4,41.3464
1652,"KALPNA - LAXMINAGAR AREA, BHUBANESWAR, ORISSA",ODISHA,20.256384,85.845842,2013,30,120,12,7.2,13.33333333,1.466666667,230,92,0.368,0.2,3.333333333,0.366666667,5,2.5,0.25,2,10,1.6,16.05133333
1653,"MANCHESWAR INDUSTRIAL AREA, BHUBANESWAR, ORISSA",ODISHA,20.302881,85.856301,2013,29,116,11.6,7.2,13.33333333,1.466666667,185,74,0.296,0.8,13.33333333,1.466666667,2,1,0.1,2,10,1.6,16.52933333
1654,"SECRETARIAT- GOVERNOR HOUSE- OLDBUS STAND AREA, BHUBANESWAR, ORISSA",ODISHA,20.270304,85.82188,2013,28,112,11.2,7,0,0,139,55.6,0.2224,0.8,13.33333333,1.466666667,2,1,0.1,23,115,18.4,31.38906667
1655,"NEAR SEA BEACH, PURI, ORISSA",ODISHA,19.794401,85.822287,2013,26,104,10.4,7.4,26.66666667,2.933333333,723,289.2,1.1568,0.8,13.33333333,1.466666667,1,0.5,0.05,121,605,96.8,112.8068
1656,"NEAR JAGANNATH TEMPLE, PURI, ORISSA",ODISHA,19.79937,85.802537,2013,26,104,10.4,7.7,46.66666667,5.133333333,1305,522,2.088,1.1,18.33333333,2.016666667,1,0.5,0.05,29,145,23.2,42.888
1657,"HOSPITAL - BUSSTAND- MAUSHIMA TEMPLE AREA, PURI, ORISSA",ODISHA,19.8142,85.833738,2013,28,112,11.2,7.7,46.66666667,5.133333333,795,318,1.272,1.3,21.66666667,2.383333333,2,1,0.1,4,20,3.2,23.28866667
1658,"NEAR RIVER KUSHABHADRA, PURI, ORISSA",ODISHA,19.85,86.0667,2013,26,104,10.4,7.5,33.33333333,3.666666667,620,248,0.992,0.9,15,1.65,1,0.5,0.05,271,1355,216.8,233.5586667
1825,PATNA,BIHAR,25.594095,85.137565,2013,30,120,12,7.6,40,4.4,1130,452,1.808,,0,0,,0,0,,0,0,18.208
1826,PATNA,BIHAR,25.584095,85.147565,2013,29,116,11.6,7.5,33.33333333,3.666666667,25,10,0.04,,0,0,,0,0,,0,0,15.30666667
1827,PATNA,BIHAR,25.574095,85.157565,2013,28,112,11.2,7.2,13.33333333,1.466666667,532,212.8,0.8512,,0,0,,0,0,,0,0,13.51786667
1828,PATNA,BIHAR,25.564095,85.167565,2013,28,112,11.2,7.4,26.66666667,2.933333333,662,264.8,1.0592,,0,0,,0,0,,0,0,15.19253333
1829,PATNA,BIHAR,25.554095,85.177565,2013,28,112,11.2,8.2,80,8.8,580,232,0.928,,0,0,,0,0,,0,0,20.928
1830,MUZAFFARPUR,BIHAR,26.120888,85.36472,2013,30,120,12,7.5,33.33333333,3.666666667,771,308.4,1.2336,,0,0,,0,0,,0,0,16.90026667
1831,MUZAFFARPUR,BIHAR,26.130888,85.37472,2013,31,124,12.4,7.6,40,4.4,1271,508.4,2.0336,,0,0,,0,0,,0,0,18.8336
1832,BEGUSARAI,BIHAR,25.416675,86.129379,2013,26,104,10.4,7.5,33.33333333,3.666666667,,0,0,,0,0,,0,0,11,55,8.8,22.86666667
1833,BEGUSARAI,BIHAR,25.426675,86.119379,2013,26,104,10.4,7.5,33.33333333,3.666666667,,0,0,,0,0,,0,0,7,35,5.6,19.66666667
1834,PURNEA,BIHAR,25.777139,87.475255,2013,26,104,10.4,7.5,33.33333333,3.666666667,,0,0,,0,0,,0,0,11,55,8.8,22.86666667
1835,PURNEA,BIHAR,25.767139,87.485255,2013,26,104,10.4,7.5,33.33333333,3.666666667,,0,0,,0,0,,0,0,9,45,7.2,21.26666667
1836,BEGUSARAI,BIHAR,25.436675,86.139379,2013,27,108,10.8,7.6,40,4.4,,0,0,,0,0,,0,0,6,30,4.8,20
1837,BEGUSARAI,BIHAR,25.446675,86.149379,2013,28,112,11.2,7.6,40,4.4,,0,0,,0,0,,0,0,6,30,4.8,20.4
1838,MUNGER,BIHAR,25.374756,86.473525,2013,27,108,10.8,7.4,26.66666667,2.933333333,,0,0,,0,0,,0,0,4,20,3.2,16.93333333
1839,MUNGER,BIHAR,25.384756,86.463525,2013,27,108,10.8,7.5,33.33333333,3.666666667,,0,0,,0,0,,0,0,8,40,6.4,20.86666667
1840,MOTIHARI,BIHAR,26.646962,84.908894,2013,36,144,14.4,7.6,40,4.4,339,135.6,0.5424,,0,0,,0,0,7,35,5.6,24.9424
1844,"CHAPRA (SPECIFY LOCATION), BIHAR",BIHAR,25.779565,84.749889,2013,23,92,9.2,7.7,46.66666667,5.133333333,,0,0,,0,0,,0,0,,0,0,14.33333333
2578,BHOJPUR,BIHAR,25.466155,84.522219,2013,26,104,10.4,7.6,40,4.4,908,363.2,1.4528,,0,0,,0,0,8,40,6.4,22.6528
2579,WELL AT BUXAR,BIHAR,25.56471,83.977748,2013,26,104,10.4,7.4,26.66666667,2.933333333,603,241.2,0.9648,,0,0,,0,0,2,10,1.6,15.89813333
2581,WELL-1 AT DARBHANGA,BIHAR,26.111868,85.896004,2013,29,116,11.6,7.8,53.33333333,5.866666667,685,274,1.096,,0,0,,0,0,15,75,12,30.56266667
2582,WELL-2 AT DARBHANGA,BIHAR,26.101868,85.886004,2013,24,96,9.6,7.8,53.33333333,5.866666667,534,213.6,0.8544,,0,0,,0,0,3,15,2.4,18.72106667
2583,"WELL-1 AT GOPALGANJ (SPECIFY LOCATION), BIHAR",BIHAR,26.468547,84.443332,2013,23,92,9.2,7.8,53.33333333,5.866666667,612,244.8,0.9792,,0,0,,0,0,7,35,5.6,21.64586667
2584,"WELL-2 AT GOPALGANJ (SPECIFY LOCATION), BIHAR",BIHAR,26.478547,84.433332,2013,30,120,12,8,66.66666667,7.333333333,562,224.8,0.8992,,0,0,,0,0,4,20,3.2,23.43253333
2587,KHAGARIA,BIHAR,25.483817,86.701389,2013,25,100,10,7.5,33.33333333,3.666666667,,0,0,,0,0,,0,0,7,35,5.6,19.26666667
2589,MADHEPURA,BIHAR,25.92869,86.790976,2013,28,112,11.2,7.7,46.66666667,5.133333333,,0,0,,0,0,,0,0,5,25,4,20.33333333
2594,SAHARSA,BIHAR,25.883496,86.600625,2013,30,120,12,7.7,46.66666667,5.133333333,,0,0,,0,0,,0,0,9,45,7.2,24.33333333
2595,SAMASTIPUR,BIHAR,25.862968,85.781026,2013,28,112,11.2,7.7,46.66666667,5.133333333,825,330,1.32,,0,0,,0,0,9,45,7.2,24.85333333
2596,SITAMARHI,BIHAR,26.595248,85.480839,2013,23,92,9.2,7.7,46.66666667,5.133333333,565,226,0.904,,0,0,,0,0,,0,0,15.23733333
2597,"SIWAN (SPECIFY LOCATION), BIHAR",BIHAR,26.219621,84.356659,2013,32,128,12.8,7.8,53.33333333,5.866666667,525,210,0.84,,0,0,,0,0,7,35,5.6,25.10666667
2600,VAISHALI,BIHAR,25.683821,85.354965,2013,23,92,9.2,7.5,33.33333333,3.666666667,984,393.6,1.5744,,0,0,,0,0,,0,0,14.44106667
3138,ARRAH (SPECIFY LOCATION),BIHAR,25.556044,84.660331,2013,27,108,10.8,7.6,40,4.4,613,245.2,0.9808,,0,0,,0,0,,0,0,16.1808
3140,BETTIAH (SPECIFY LOCATION),BIHAR,26.802805,84.516976,2013,30,120,12,7.2,13.33333333,1.466666667,1200,480,1.92,,0,0,,0,0,4,20,3.2,18.58666667
3146,DUMRAON (SPECIFY LOCATION),BIHAR,25.550113,84.150015,2013,26,104,10.4,7.9,60,6.6,567,226.8,0.9072,,0,0,,0,0,8,40,6.4,24.3072
3148,JAMALPUR (SPECIFY LOCATION),BIHAR,25.312717,86.490609,2013,27,108,10.8,7.6,40,4.4,,0,0,,0,0,,0,0,8,40,6.4,21.6
3150,MANER (SPECIFY LOCATION),BIHAR,25.647326,84.880244,2013,26,104,10.4,7.6,40,4.4,674,269.6,1.0784,,0,0,,0,0,3,15,2.4,18.2784
3152,NARKATIAGANJ (SPECIFY LOCATION),BIHAR,27.105925,84.464518,2013,28,112,11.2,7.5,33.33333333,3.666666667,342,136.8,0.5472,,0,0,,0,0,9,45,7.2,22.61386667
3156,SAMASTIPUR (SPECIFY LOCATION),BIHAR,25.872968,85.771026,2013,30,120,12,7.3,20,2.2,895,358,1.432,,0,0,,0,0,,0,0,15.632
3159,SHAHPUR (SPECIFY LOCATION),BIHAR,25.585983,84.448663,2013,27,108,10.8,7.5,33.33333333,3.666666667,746,298.4,1.1936,,0,0,,0,0,9,45,7.2,22.86026667
3161,KATIHAR (SPECIFY LOCATION),BIHAR,25.552048,87.571861,2013,26,104,10.4,7.5,33.33333333,3.666666667,,0,0,,0,0,,0,0,4,20,3.2,17.26666667
3162,VAISHALI (SPECIFY LOCATION),BIHAR,25.693821,85.364965,2013,29,116,11.6,7.5,33.33333333,3.666666667,918,367.2,1.4688,,0,0,,0,0,,0,0,16.73546667
16,WELL AT TADAVAI A.P.,ANDHRA PRADESH,18.237993,80.312954,2012,25.5,102,10.2,7.5,33.33333333,3.666666667,892,356.8,1.4272,1,16.66666667,1.833333333,22.7,11.35,1.135,17,85,13.6,31.8622
26,"WELL AT VIJAYWADA, A.P.",ANDHRA PRADESH,16.504755,80.629114,2012,30,120,12,7.3,20,2.2,1631,652.4,2.6096,1,16.66666667,1.833333333,0.2,0.1,0.01,2,10,1.6,20.25293333
1513,"B W. - KRISHNA MURTHY, D.NO. 48-16-43 AUTONAGAR VIJJAYAWADA, KRISNA DIST., A.P.",ANDHRA PRADESH,16.514189,80.630869,2012,27,108,10.8,6.9,-6.666666667,-0.733333333,1519,607.6,2.4304,1,16.66666667,1.833333333,0.2,0.1,0.01,2,10,1.6,15.9404
1514,"B/W. - VIJAY KUMAR AUTONAGAR VIJAYAWADA, KRISHNA DIST.",ANDHRA PRADESH,16.506174,80.648015,2012,27,108,10.8,7.1,6.666666667,0.733333333,1611,644.4,2.5776,0,0,0,0.2,0.1,0.01,2,10,1.6,15.72093333
1515,"B/W. - NAGARAM(V), PALVONCHA, KHAMMAM DIST., A.P.",ANDHRA PRADESH,17.605758,80.746724,2012,23,92,9.2,7.1,6.666666667,0.733333333,2032,812.8,3.2512,1,16.66666667,1.833333333,3.2,1.6,0.16,2,10,1.6,16.77786667
1516,B W OF NAVLOK GARDENS NELLORE ,ANDHRA PRADESH,14.466335,80.017161,2012,29,116,11.6,7.8,53.33333333,5.866666667,889,355.6,1.4224,1,16.66666667,1.833333333,0.7,0.35,0.035,2,10,1.6,22.3574
1517,"B/W. - TUNGBHADRA RIVER NEAR KURNOOL, A.P.",ANDHRA PRADESH,15.943006,77.421229,2012,27,108,10.8,7.6,40,4.4,1397,558.8,2.2352,2,33.33333333,3.666666667,2.3,1.15,0.115,6,30,4.8,26.01686667
1518,"B/W. - NANDYAL, KURNOOL DIST., A.P.",ANDHRA PRADESH,15.478569,78.483093,2012,27,108,10.8,7.8,53.33333333,5.866666667,2391,956.4,3.8256,1,16.66666667,1.833333333,4,2,0.2,9,45,7.2,29.7256
1519,"B/W. - NAGIRI, CHITTOOR DIST., A.P",ANDHRA PRADESH,13.320052,79.585628,2012,22,88,8.8,7.4,26.66666667,2.933333333,1737,694.8,2.7792,1,16.66666667,1.833333333,19,9.5,0.95,6,30,4.8,22.09586667
1520,"B/W. - SWARNAMUKHI RIVER, SRIKALAHASTI, CHITTOOR DIST.",ANDHRA PRADESH,13.750713,79.696128,2012,23.2,92.8,9.28,7.9,60,6.6,1054,421.6,1.6864,2,33.33333333,3.666666667,8.5,4.25,0.425,30,150,24,45.65806667
1521,"O/W. - NEAR RAMA TEMPLE , WARD No.2 , MINDI , VISAKHAPATNAM, A.P",ANDHRA PRADESH,17.682013,83.187478,2012,26.2,104.8,10.48,7.5,33.33333333,3.666666667,3616,1446.4,5.7856,1,16.66666667,1.833333333,11,5.5,0.55,3,15,2.4,24.7156
1522,O/W. PEDDANUYYI - VIZIANAGARAM,ANDHRA PRADESH,18.106658,83.395551,2012,27.6,110.4,11.04,7.3,20,2.2,1151,460.4,1.8416,1,16.66666667,1.833333333,8,4,0.4,3,15,2.4,19.71493333
1523,"B/W. - NEAR M/S ANDHRA SUGARS LTD. , KOVVUR , W.G.DIST.",ANDHRA PRADESH,16.801337,81.235345,2012,24.6,98.4,9.84,7.7,46.66666667,5.133333333,302,120.8,0.4832,1,16.66666667,1.833333333,1,0.5,0.05,3,15,2.4,19.73986667
1524,"O/W. -NEAR PARTAP NAGAR BRIIDGE  -KAKINADA , E.G.DIST., A.P",ANDHRA PRADESH,16.971834,82.223767,2012,25.5,102,10.2,7.3,20,2.2,1110,444,1.776,1,16.66666667,1.833333333,5,2.5,0.25,3,15,2.4,18.65933333
1791,"B/W. - EAST OF SAICHERUVU ,PAIDIPALLY (V),WARANGAL DIST.",ANDHRA PRADESH,17.010763,81.777069,2012,28.5,114,11.4,7.1,6.666666667,0.733333333,3568,1427.2,5.7088,1,16.66666667,1.833333333,0.014,0.007,0.0007,350,1750,280,299.6761667
1792,"B/W  -NEAR CKM COLLEGE , ENUMAMULA (V) ,WARANGAL DIST.",ANDHRA PRADESH,18.000114,79.609852,2012,27,108,10.8,7.1,6.666666667,0.733333333,2749,1099.6,4.3984,1,16.66666667,1.833333333,63.6,31.8,3.18,32,160,25.6,46.54506667
1793,"O/W  - BHOOMAIAH NEAR ASHPONDS OF NTPC , KUNDANPALLY (V) , RAMAGUNDAM , KARIMNAGAR, A.P",ANDHRA PRADESH,18.754754,79.474607,2012,26.5,106,10.6,7.6,40,4.4,1820,728,2.912,2,33.33333333,3.666666667,23.7,11.85,1.185,22,110,17.6,40.36366667
1794,"B/W  - MANAKONDUR (V) , KARIMNAGAR DIST., A.P",ANDHRA PRADESH,18.401288,79.18448,2012,26.5,106,10.6,7.7,46.66666667,5.133333333,927,370.8,1.4832,1,16.66666667,1.833333333,9.8,4.9,0.49,21,105,16.8,36.33986667
1811,"B/W. - PRIMARY SCHOOL - RUDRAVELLI (V) , BIBINAGAR (M), NALGONDA DIST., A.P",ANDHRA PRADESH,17.412831,78.786713,2012,26.5,106,10.6,8.3,86.66666667,9.533333333,1075,430,1.72,3,50,5.5,0.9,0.45,0.045,8,40,6.4,33.79833333
1533,"*DIGBOI, TINSUKIA DISTT.,  ASSAM",ASSAM,27.395147,95.630023,2012,23.5,94,9.4,6.4,-40,-4.4,376,150.4,0.6016,0.55,9.166666667,1.008333333,0.2,0.1,0.01,,0,0,6.619933333
1534,"*KARBI  ANGLONG DISTT., ASSAM",ASSAM,26.186085,93.581269,2012,33.5,134,13.4,5.3,-113.3333333,-12.46666667,781,312.4,1.2496,2.55,42.5,4.675,0.1,0.05,0.005,,0,0,6.862933333
1535,"*SIBSAGAR , ASSAM",ASSAM,26.98261,94.642452,2012,23.5,94,9.4,6.5,-33.33333333,-3.666666667,304,121.6,0.4864,1.85,30.83333333,3.391666667,0.2,0.1,0.01,,0,0,9.6214
1536,"*SIBSAGAR, ASSAM",ASSAM,26.97261,94.632452,2012,21.5,86,8.6,6.6,-26.66666667,-2.933333333,158,63.2,0.2528,1.55,25.83333333,2.841666667,0.1,0.05,0.005,,0,0,8.766133333
1537,"*(JORHAT, ASSAM",ASSAM,26.74652,94.202586,2012,26,104,10.4,6.6,-26.66666667,-2.933333333,273,109.2,0.4368,2.25,37.5,4.125,0.2,0.1,0.01,,0,0,12.03846667
1538,"*SILCHAR, ASSAM",ASSAM,24.833271,92.778905,2012,13.5,54,5.4,6.8,-13.33333333,-1.466666667,812,324.8,1.2992,5.2,86.66666667,9.533333333,0.2,0.1,0.01,,0,0,14.77586667
1539,"*BARPETA, ASSAM",ASSAM,26.321599,90.982067,2012,25,100,10,7,0,0,337,134.8,0.5392,1,16.66666667,1.833333333,0.1,0.05,0.005,,0,0,12.37753333
1540,"*BONAIGAON, ASSAM",ASSAM,26.500999,90.535236,2012,24,96,9.6,6.8,-13.33333333,-1.466666667,447,178.8,0.7152,1,16.66666667,1.833333333,0.3,0.15,0.015,,0,0,10.69686667
1541,"*GUWAHATI, ASSAM",ASSAM,26.144517,91.736237,2012,25,100,10,6.7,-20,-2.2,432,172.8,0.6912,1.25,20.83333333,2.291666667,0.2,0.1,0.01,,0,0,10.79286667
1542,"*GUWAHATI, ASSAM",ASSAM,26.154517,91.746237,2012,27,108,10.8,7.6,40,4.4,487,194.8,0.7792,2.65,44.16666667,4.858333333,0.1,0.05,0.005,,0,0,20.84253333
2243,"GROUND WATER FROM LEDO, MARGHERITA",ASSAM,27.291177,95.738462,2012,24.5,98,9.8,5.6,-93.33333333,-10.26666667,428,171.2,0.6848,1.3,21.66666667,2.383333333,7.1,3.55,0.355,,0,0,2.956466667
2244,GROUND WATER FROM NAZIRA,ASSAM,26.900658,94.722579,2012,22.5,90,9,6.6,-26.66666667,-2.933333333,285,114,0.456,3.05,50.83333333,5.591666667,0.2,0.1,0.01,,0,0,12.12433333
2245,GROUND WATER FROM NUMALIGARH (NEAR NRL TE LABOR COLONY),ASSAM,25.4428,81.867059,2012,29.5,118,11.8,5.7,-86.66666667,-9.533333333,85,34,0.136,1.8,30,3.3,0.2,0.1,0.01,,0,0,5.712666667
2246,GROUND WATER FROM SEMENCHAPARI,ASSAM,27.717388,94.886406,2012,22,88,8.8,6.6,-26.66666667,-2.933333333,304,121.6,0.4864,2.4,40,4.4,0.2,0.1,0.01,,0,0,10.76306667
2247,GROUND WATER FROM SILAPATHAR,ASSAM,27.595294,94.724003,2012,22,88,8.8,6.3,-46.66666667,-5.133333333,274,109.6,0.4384,3,50,5.5,0.2,0.1,0.01,,0,0,9.615066667
2248,GROUND WATER FROM LAKHIMPUR TOWN,ASSAM,27.949079,80.782401,2012,22.5,90,9,6,-66.66666667,-7.333333333,277,110.8,0.4432,2.25,37.5,4.125,0.1,0.05,0.005,,0,0,6.239866667
2249,GROUND WATER FROM TEZPUR (MISSION CHARIALI),ASSAM,26.660782,92.775492,2012,22,88,8.8,6.7,-20,-2.2,135,54,0.216,0.9,15,1.65,0.1,0.05,0.005,,0,0,8.471
2250,GROUND WATER FROM NAGAON (PANIGAON),ASSAM,26.349916,92.697737,2012,28.5,114,11.4,6.6,-26.66666667,-2.933333333,679,271.6,1.0864,0.8,13.33333333,1.466666667,0.1,0.05,0.005,,0,0,11.02473333
2251,GROUND WATER FROM JAGIROAD NR HPC EFFLUENT DISCHARGE POINT,ASSAM,26.13084,92.213829,2012,27.5,110,11,7.1,6.666666667,0.733333333,309,123.6,0.4944,2.3,38.33333333,4.216666667,0.2,0.1,0.01,,0,0,16.4544
2252,GROUND WATER NR MSW DUMPING SITE AT GARCHUK-GUWAHATI,ASSAM,26.105147,91.712526,2012,26.5,106,10.6,7,0,0,264,105.6,0.4224,2.2,36.66666667,4.033333333,0.1,0.05,0.005,,0,0,15.06073333
2253,GROUND WATER FROM NALBARI,ASSAM,26.444619,91.441053,2012,25,100,10,6.7,-20,-2.2,359,143.6,0.5744,2.35,39.16666667,4.308333333,0.1,0.05,0.005,,0,0,12.68773333
2254,GROUND WATER FROM BARPETA ROAD(RLY STATION),ASSAM,26.502036,90.964722,2012,24,96,9.6,6.5,-33.33333333,-3.666666667,506,202.4,0.8096,1.5,25,2.75,0.1,0.05,0.005,,0,0,9.497933333
2255,"GROUND WATER NEAR BPRL, DHALIGAON",ASSAM,26.518714,90.530509,2012,25.5,102,10.2,6.5,-33.33333333,-3.666666667,403,161.2,0.6448,1.6,26.66666667,2.933333333,0.1,0.05,0.005,,0,0,10.11646667
2256,GROUND WATER FROM KOKRAJHAR DISTRICT (HS SCHOOL ),ASSAM,26.403933,90.262958,2012,27,108,10.8,6.2,-53.33333333,-5.866666667,93,37.2,0.1488,1.3,21.66666667,2.383333333,0.3,0.15,0.015,,0,0,7.480466667
2257,GROUND WATER FROM DHUBRI DISTRICT (COLLEGE NAGAR ),ASSAM,26.028086,89.970847,2012,27,108,10.8,6.7,-20,-2.2,384,153.6,0.6144,0.55,9.166666667,1.008333333,0.2,0.1,0.01,,0,0,10.23273333
2258,GROUND WATER FROM GOALPARA DIST. (GOALPARA COLLEGE ),ASSAM,26.170714,90.626658,2012,28,112,11.2,6.1,-60,-6.6,362,144.8,0.5792,0.6,10,1.1,0.1,0.05,0.005,,0,0,6.2842
2259,GROUND WATER FROM DIPHU (GOVT. COLLEGE),ASSAM,25.8425,93.425691,2012,34,136,13.6,6.9,-6.666666667,-0.733333333,563,225.2,0.9008,1.5,25,2.75,0.1,0.05,0.005,,0,0,16.52246667
